Title,Price,Description,Condition,GenreNew,
Book:  Building Your Kevlar Canoe,55,"Title:  Building Your Kevlar Canoe
By James Moran
Copyright 1995
Price $45.00
Will meet off I-5 for pick up
Call, Text or email  360-41two-5393)

Paperback in Very Good Condition, Like New
No tears, no markings
No Longer in Print

Kevlar, the miracle fiber from DuPont, is literally bulletproof. Factory-built Kevlar canoes are light (35 pounds for a 17-Footer), strong (40% stronger than fiberglass canoes that weigh twice as much), fast, and maintenance-free. They offer just about everything except a reasonable price. But cost is no longer an obstacle. With this book, the most inexperienced home builder can turn out a handsome canoe for an investment of $600 (20% to 30% of the typical purchase price) in one or two weekends. Moran's low-tech method for building these high-tech boats centers on the pink foam sheathing used on houses, a $5 plane, and drywall compound. The method is astonishingly easy and forgiving. The book provides complete plans and building instructions for a stable family canoe, a swift solo canoe, and a wilderness tripper.",like new,"Arts, Crafts & Photography",
Book:  Benchley Beside Himself,6,"Title:  Benchley Beside Himself
By Robert Benchley
Illustrated by Gluyas Williams
Copyright 1943
Price $6.00 
Will meet you just off I-5 for pick-up
Call, Text or email  360 4one2 5393

Black & White Photos 16
Pages 304
Hardcover book in excellent condition, like new
Pages slightly darkened with age
Dust Jacket with wear on the edge and a less than one inch tear in the bottom front",good,Humor & Entertainment,
Book:  Emperor of the Air,7,"Title:  Emperor of the Air
9 Stories by Ethan Canin
Winner of a Houghton Mifflin Literary Fellowship
Copyright 1988
Pages:  179
Price $7.00
Will meet you just off I-5 for pick up
Call or Text  3six0-412-5393)

Hardcover book in excellent condition, like new
Dust Jacket in excellent condition, looks new",like new,Fiction,
Pharoahs of Ancient Egypt,5,Pharoahs of Ancient Egypt by Elizabeth Payne.  A paperback Landmark book.,good,History,
11 Sports Magazines - 1956 - 1984 Olympic Games,5,"11 Historic Sports Magazines 1956 - 1984    
Reduced to just $5.00 for the complete set.
Text, Call or email 360 4one2 5393  Will meet you just off I-5 for pick up

U.S. Olympic Team Trials - Los Angeles Memorial Coliseum 1956 - Official Program of the U.S. Olympic Committee Sports Illustrated - March 7, 1960 Olympics at Squaw Valley
Fifth Annual Mt. San Antonio Relays - April 27-27, 1963
USA vs. USSR Dual Track Meet - July 25 and 26, 1964
U.S. Olympic Team Trials - Los Angeles Coliseum 1964 - September 12 and 13, 1964
History of The Summer Olympic Games from 1896 through 1968
Sports Illustrated - August 28, 1972 The Olympics - Mark Spitz - Gold Metals
Los Angeles Coliseum Track Meet - May 27, 1973
United States Track and Field Championships - June 21 and 22, 1974
Los Angeles Olympic Games - 1984 Olympic Access
Games of the XXIII Olympiad - Los Angeles 1984",good,Sports & Outdoors,
"Bully for You, Teddy Roosevelt",3,Papaerback book by Scholastic,good,Biographies & Memoirs,
Absolute Java 4th ed,50,"Absolute Java 4th ed by Walter Savitch, paperback in excellent condition with no markings and includes CD.",excellent,Education & Teaching,
Five Faith Books (All New),8,"$8 for all five:

- Pocket Size New Believer's Bible - New Testament
- How to Pray 
- The Key to Personal Peace by Billy Graham
- The Richest Caveman - The Doug Batchelor Story
- The Great Controversy-The epic story of the battle between Christ and Satan with New King James version (home library edition)

Cash only",new,Religion & Spirituality,
21st Century Robert's Rules of Order,5,"Paper back
210 pages
cash only",like new,Education & Teaching,
PRACTICAL NEEDLEWORK AN ILLUSTRATED GUIDE,5,"BOOK PRACTICAL NEEDLEWORK AN ILLUSTRATED GUIDE 11.25 x 8.50 x 1 INCHES. 1980, hard cover with no markings.",excellent,"Arts, Crafts & Photography",
McCall-Crabbs Standard Test Lessons in Reading,10,"McCall-Crabbs Standard Test Lessons in Reading Bools A,B,C,D and User Guide with Answer Key, all for $10",excellent,Education & Teaching,
Latina Christiana Book 1,20,Latina Christiana Book 1 Teachers Manual and CD in excellent condition with no markings.,like new,Education & Teaching,
Daily Mind Builders language arts,10,"Daily Mind Builders language arts workbook, brand new never used with no markings.",like new,Education & Teaching,
Five Cookbooks,8,"Price includes all five Costco Way books below:
- Fabulous Food
- Enjoy Cooking
- Smart Cooking
- Simply Delicious
- A Decade of Cooking

Cash only",new,"Cookbooks, Food & Wine",
The Gourmet Cookbook,15,"The Gourmet Cookbook , 1959  .",excellent,"Cookbooks, Food & Wine",
Hokusai and Hiroshige,45,"This elegant book reproduces 200 prints by the most important & prolific Japanese artists of the 
19th century, whose prints constitute the most recognizable images of Japanese art throughout 
the world	. hardcover with textured dust jacket (has small tear on the jacket.)

Number Of Pages	270 pages
Format	Hardcover
Publication Date	1999-03-01

Julia M. White, Reiko Mochinaga Brandon, Yoko Woodson $45 or best offer.",excellent,"Arts, Crafts & Photography",
Art of Warcraft books,40,"The Art of World of Warcraft (hardback book,208 pages) in like new condition,
 and the Art of Warcraft (softcover) III collectors edition 176 pages of beautiful
video game artwork. the softcover book has damage to the last 15 or 20 pages,
the binding let the pages loose,and altho they are still in the book, they are not attached.
$40 cash only for both books.",like new,"Arts, Crafts & Photography",
History of G.I.Joe,50,"3 book set Includes 

the Complete Encyclopedia to G.I.Joe. (paperback)
The Collectible G.I.joe ( hardback)
G.I.Joe (The Complete story of America's favorite man of action) (hardback)

in great condition, no rips tears or stains.
50 Cash Only, Meetup in Lynnwood",excellent,History,
Portraits of North American Indian Life,100,"Edward S. Curtis: Portraits From North American Indian Life (Hardcover)
15.5 x 13 x 1 inches

This 2006 reprint edition is faithful to the style and quality of the now famous 1972 edition.
I have Two of these available. Each one is in used,but great condition. small marks or tears
may be on the outside jacket around the corners, but the interior pages are pristine.
$100 Cash Each or make an offer.",excellent,History,
legacy - Charles Russell,100,"$ 100 cash only. Meetup in lynnwood

Twodot Books, 1999. Hardcover. Brand new in box. 438pp. Quarto (30 cm) in matte pictorial boards. Light smudging to jacket; light soiling to textblock edges, else book is clean, crisp, and unworn. From the jacket: ""This impressive volume contains 1,038 incredible images, more than 550 shown in full color. The informative text of Legacy is sprinkled with personal images of Russell and his family and friends, along with photos of several of Russell's watercolors, oils, and sculptures. Many of the artist's printed and published collectibles and memorabilia featured in this book are held in private collections and are rarely available for viewing.",like new,History,
"Peter Zumthor Works: Buildings and Projects, 1979-1997",900,"Peter Zumthor is possibly the most innovative European architect working today.
His projects inspire enthusiasm with their exactitude, their poetry, and their radically independent aesthetics and vocabulary of form.
This publication, exquisitely designed to the architect's exacting standards, is the first complete survey of Zumthor's oeuvre.
As exceptional as the architect's work itself, the book investigates eight realized buildings in detail, including the Home for the Elderly in Chur,
the Gugalun House in Safiental, the Art Museum in Bregenz, Austria, and his best-known work, the Thermal Baths in Vals, Switzerland.
Each of these projects is extensively illustrated with duotone photographs by British architectural photographer Helene Binet and is accompanied
by plans as well as commentary written by Zumthor himself.
This title also includes a list of projects, a biography of the architect, and an introduction by Zumthor.

Since this collection was made,all printings of Zumthors works have been very hard to find,making this a very rare and
much sought-after item. Many people believe this book in particular, to be one of the most significant works available from
any author, living or dead.The mans genius is on full display,with hundreds of beautiful photographs to inspire the mind.
Amazon has the book listed at $1,800.00 Used, i am asking $900 or the best offer. 
if you are interested,get in touch with me and we can discuss price options.

The condition of the book is beautiful.it has been carefully stored and wrapped for the last decade and will ship very securely packaged if needed.
willing to meet for serious buyers only. cash only. Email me with any questions.


Author: Helene Binet, Peter Zumthor
Language: English
Format: Hardcover
ISBN -  show contact info


Size
Length: 318 pages
Height: 11.8 in
Width: 9.8 in
Thickness: 1.5 in",like new,"Arts, Crafts & Photography",
No: The Classical Theatre of Japan,70,"Like new book, Stored in wrapping since the mid 90s.
this is the large Collectible version with a record inside.

Paperback: 311 pages
Publisher: Publisher: Kodansha International; 1st edition (1966)
Language: English

$70 Cash Only.",like new,History,
Michael Taylor: A Geometry of Meaning,35,"brand new , Sealed hardcover book. $35 Cash only. Not interested in trading.",new,"Arts, Crafts & Photography",
Stretching Anatomy book,8,"Stretching Anatomy paperback book, excellent condition.",excellent,Education & Teaching,
LEGO BOOK Harry Potter Building the Magical World + HP Minifig - NEW,15,"This LEGO Harry Potter Building the Magical World book written by Elizabeth Dowsett was released in 2011.  The hardcover book measures about 12 x 10.25 inches and includes 96 detailed glossy and colorfully illustrated pages plus a Harry Potter minifig sealed in a plastic holder on the front cover of the book. The book is an informative guide to the LEGO Harry Potter sets, minifigs, vehicles, and accessories as of the book’s release date. The book is in new condition and will be perfect for any fan of Harry Potter and/or LEGO.  3 copies of this item are available. PLEASE NOTE: This is a book with one LEGO minifig and not a LEGO set.
CraigsList pick ups can be made between 10 am and 7 pm most weekdays (by appointment only) and some weekend days.  If you would like to schedule a time to come by please contact us through CraigsList.  We are located in the Indian Summer Golf Course Community at the Troon Lane SE/Yelm Highway SE intersection.
PLEASE NOTE: We reply to CL inquiries daily between 10 am and 10 pm.  If you do not receive a reply to an inquiry please check your spam filter.
CASH only please.",new,Children's Books,
90 Harlequin Silhouette Temptation Paperback Romance Novel Novels,40,"This bulk group of Harlequin paperback romance books will provide many hours of fun reading – especially with the long winter days just ahead.  The books are in either new or good used condition and listed at a bulk price of less than 50 cents each.  This group includes the following books (for individual titles please check out and click on the six pictures with this listing):

22 Harlequin Presents Books
29 Harlequin American Romance Books
12 Harlequin Temptation Books
9 Harlequin Silhouette Desire Books
18 Mixed Assorted Harlequin Titles and Groups of short stories

CraigsList pick-ups can be made between 10 am and 7 pm most weekdays (by appointment only) and some weekend days.  If you would like to schedule a time to come by please contact us through CraigsList.  We are located in the Indian Summer Golf Course Community at the Troon Lane SE/Yelm Highway SE intersection.
PLEASE NOTE: We reply to CL inquiries daily between 10 am and 10 pm.  If you do not receive a reply to an inquiry please check your spam filter.
CASH only please – No shipping.",excellent,Fiction,
